id,no,name,latitude,longitude,bearing
3120,F02942,Miskolci utca / Szugló utca,47.524739,19.124833,40
3121,8575,Távíró utca,47.461082,19.119025,41
3122,44371,Budakeszi Tesco áruház,47.500234,18.916821,41
3123,74495,Törökbálint Sportközpont,47.440533,18.897203,41
3124,F00783,Illek Vince utca,47.565968,19.088787,41
3125,F01499,Albert Flórián út,47.472723,19.096118,41
3126,F01691,Gergely utca,47.473429,19.144517,41
3127,F02254,Ménesi út,47.481529,19.038107,41
3128,F02716,Cházár András utca,47.505814,19.091582,41
3129,F02835,Bosnyák tér,47.519835,19.112956,41
3130,F02846,Miskolci utca / Csömöri út,47.527214,19.122035,41
3131,F03042,Telek utca,47.559231,19.131279,41
3132,F03111,Szerencs utca / Bánkút utca,47.546521,19.126857,41
3133,F03113,Szerencs utca,47.549649,19.122575,41
3134,F03118,Klapka György utca,47.551768,19.122401,41
3135,F03119,Kozák tér,47.55012,19.125228,41
3136,F03129,Rákospalotai köztemető,47.551733,19.13364,41
3137,F03136,Apolló utca,47.537242,19.13525,41
3138,F03139,Madách utca,47.539093,19.137697,41
3139,F03195,Molnár Viktor utca,47.533531,19.13049,41
3140,F03204,Szent Korona útja,47.547212,19.11457,41
3141,F03299,Árpádföld Bekecs utca,47.533585,19.208036,41
3142,F03727,Kolozsvár utca (temető),47.438548,19.157692,41
3143,F04293,Völgy utca,47.419066,19.06571,41
3144,8086,Széll Kálmán tér M,47.507313,19.026381,42
3145,8440,Gubacsi út / Határ út,47.443626,19.096848,42
3146,9426,Zugló vasútállomás,47.511873,19.099618,42
3147,43331,Szentlőrinci úti lakótelep,47.417185,19.130752,42
3148,49172,Gyáli-patak,47.394741,19.116818,42
3149,F00871,Dunakeszi utca,47.585494,19.109088,42
3150,F02800,Turán utca,47.517303,19.123964,42
3151,F03052,Sződliget utca,47.563825,19.113289,42
3152,F03100,Vág utca,47.540104,19.119755,42
3153,F03122,Bercsényi Miklós utca,47.548997,19.123765,42
3154,F03432,Baross utca,47.451072,19.226497,42
3155,F03629,Szentlőrinci út (gyorsétterem),47.424552,19.158777,42
3156,F03950,Simonyi Zsigmond utca,47.457455,19.14687,42
3157,F03955,Kisfaludy utca,47.454149,19.14205,42
3158,F04000,Ady Endre út,47.444619,19.153548,42
3159,F04212,Dr. Koncz János tér,47.414025,19.06975,42
3160,F04367,Kossuth Lajos utca,47.416953,19.062979,42
3161,9004,Szilasligeti elágazás,47.560201,19.283112,43
3162,9007,Szilasliget Posta,47.56955,19.272176,43
3163,9453,Dévény utca,47.415224,19.022189,43
3164,9514,Bimbó út,47.519964,19.010576,43
3165,F00523,Óbudai temető,47.565891,19.023273,43
3166,F00940,Báthory utca / Bajcsy-Zsilinszky út,47.507189,19.05573,43
3167,F02271,KFKI étterem,47.489365,18.959324,43
3168,F02532,Kámfor utca,47.552415,19.084459,43
3169,F02792,Gvadányi utca,47.520944,19.135954,43
3170,F02940,Cinkotai út / Mogyoródi út,47.522633,19.138347,43
3171,F02983,György utca,47.537838,19.164139,43
3172,F03082,Széchenyi út,47.546089,19.113148,43
3173,F03173,Karatna tér,47.542997,19.108694,43
3174,F03206,Tóth István utca,47.537902,19.116604,43
3175,F04019,Határ út M,47.464222,19.127748,43
3176,F04210,Völgy utca,47.415518,19.071645,43
3177,F04648,Rákóczi Ferenc utca,47.387643,19.215398,43
3178,49787,Nagytétény Erdélyi utca,47.387982,18.970812,44
3179,64108,Ady Endre utca,47.355057,19.025849,44
3180,F00997,Bajcsy-Zsilinszky út,47.499937,19.055655,44
3181,F01098,Bajza utca M,47.51154,19.072961,44
3182,F01439,Gubacsi út / Határ út,47.443779,19.096742,44
3183,F01576,Kocsis Sándor Sportközpont,47.478878,19.123878,44
3184,F01678,Kada utca / Maglódi út,47.482305,19.157968,44
3185,F02329,Szent János Kórház,47.508361,19.008566,44
3186,F02375,Galgóczy utca,47.511373,18.985943,44
3187,F02688,Árvavár utca,47.535474,19.116136,44
3188,F02793,Öv utca / Mogyoródi út,47.52452,19.141019,44
3189,F02816,Szugló utca / Nagy Lajos király útja,47.516875,19.115541,44
3190,F02990,Rákóczi út,47.529718,19.152688,44
3191,F02994,József utca,47.532493,19.156637,44
3192,F03651,Kisfaludy utca,47.40897,19.194107,44
3193,F03973,Hunyadi tér,47.448788,19.130677,44
3194,7924,Ültetvény utca,47.396895,19.175423,45
3195,7980,Vörösmarty utca M,47.507413,19.066787,45
3196,9207,Kossuth Lajos utca,47.391718,19.221172,45
3197,9499,Csertő utca,47.511591,19.147375,45
3198,45883,Fót Auchan áruház,47.580948,19.161548,45
3199,66685,Ecsedháza köz,47.487963,19.300796,45
3200,75744,Sasadi út,47.465452,19.015814,45
3201,101181,Béke utca,47.352019,19.062635,45
3202,F00944,Bajcsy-Zsilinszky út M,47.499895,19.055596,45
3203,F01078,Opera M,47.502611,19.059671,45
3204,F01080,Opera,47.502305,19.059161,45
3205,F01086,Oktogon,47.505023,19.063233,45
3206,F01093,Vörösmarty utca,47.507238,19.066529,45
3207,F01096,Kodály körönd,47.509261,19.069544,45
3208,F01097,Kodály körönd M,47.509832,19.070465,45
3209,F01101,Bajza utca,47.511342,19.072662,45
3210,F01103,Hősök tere,47.51411,19.076883,45
3211,F01116,Blaha Lujza tér M (Dohány utca),47.498319,19.069664,45
3212,F01334,Orczy út,47.488897,19.091276,45
3213,F01445,Jókai Mór utca / Határ út,47.448642,19.104145,45
3214,F01454,Nagykőrösi út / Határ út,47.455742,19.114682,45
3215,F01455,Mészáros Lőrinc utca,47.459749,19.120986,45
3216,F01457,Mészáros Lőrinc utca,47.459543,19.120283,45
3217,F01580,Kada utca,47.471722,19.14218,45
3218,F01927,Sasadi út,47.465155,19.015363,45
3219,F02075,Irhás árok,47.47653,18.987351,45
3220,F02199,Móricz Zsigmond körtér M,47.477725,19.046267,45
3221,F02343,Szent János Kórház,47.508325,19.008474,45
3222,F02481,Széll Kálmán tér,47.507533,19.026097,45
3223,F03087,Széchenyi út,47.54374,19.114925,45
3224,F03189,Wesselényi utca,47.544098,19.12367,45
3225,F03653,Damjanich utca,47.411502,19.197983,45
3226,F03664,Ady Endre utca,47.406313,19.189953,45
3227,F03729,Csapó utca,47.440907,19.160673,45
3228,F03957,Ady Endre út (Hunyadi utca),47.454562,19.139152,45
3229,F03976,Áchim András utca,47.451723,19.134983,45
3230,F03978,Ady Endre út,47.4499,19.146153,45
3231,F03984,Kossuth Lajos utca,47.444771,19.138573,45
3232,F04103,Lázár utca,47.440369,19.117964,45
3233,F04140,Mártírok útja,47.446081,19.116539,45
3234,8353,Észak-Pesti Kórház,47.539377,19.122388,46
3235,8480,Petőfi Sándor utca,47.40247,18.937784,46
3236,8775,Ilonatelep H,47.525831,19.228646,46
3237,9573,Bagaria utca,47.590307,19.083674,46
3238,66683,Csabamező utca / Göcsej utca,47.486349,19.298294,46
3239,F01089,Oktogon M,47.504158,19.061968,46
3240,F01442,Ősz utca,47.44605,19.10022,46
3241,F01448,Mártírok útja / Határ út,47.451841,19.108975,46
3242,F01682,Kada utca / Mádi utca,47.479529,19.153902,46
3243,F01684,Kada utca / Harmat utca,47.478038,19.151591,46
3244,F02766,Álmos vezér útja,47.507108,19.140723,46
3245,F03046,Széchenyi tér,47.564491,19.120815,46
3246,F03102,Rákospalota MÁV-telep,47.541542,19.12159,46
3247,F03284,Raktárak,47.536854,19.246124,46
3248,F03405,Cinkotai köztemető,47.530799,19.236539,46
3249,F03627,Ipacsfa utca (Közdűlő út),47.425656,19.173485,46
3250,F03662,Törvény utca,47.408878,19.180924,46
3251,F03677,Lajos utca,47.398951,19.178541,46
3252,F03860,Alacskai úti lakótelep,47.413746,19.201487,46
3253,F03990,Kispest Vas Gereben utca,47.44172,19.140928,46
3254,F04026,Áchim András utca,47.447079,19.141971,46
3255,F04043,Nagykőrösi út,47.444861,19.124798,46
3256,F04100,Zalán utca,47.443675,19.122966,46
3257,F04107,Vécsey utca,47.438562,19.115283,46
3258,F04137,Tátra tér,47.442603,19.111285,46
3259,F04709,Budakeszi városháza,47.510682,18.92957,46
3260,9002,Kerepes H,47.552441,19.270507,47
3261,9314,BILK DF épület,47.375229,19.120911,47
3262,9510,Pasaréti út,47.516184,19.004033,47
3263,9581,Gábor Áron utca,47.514978,19.002123,47
3264,9763,Zsófialiget H,47.548044,19.263894,47
3265,64242,Leshegy Ipari Park,47.375594,19.041993,47
3266,F01532,Balkán utca,47.473748,19.115739,47
3267,F01538,Fertő utca / Bihari utca,47.475742,19.118819,47
3268,F01696,Mélytó utca,47.468555,19.164824,47
3269,F02323,Erdei iskola,47.50742,18.994736,47
3270,F02799,Egressy tér,47.51412,19.119215,47
3271,F02824,Tisza István tér,47.516951,19.108478,47
3272,F02848,Cinkotai út,47.528472,19.123842,47
3273,F02866,Nagy Lajos király útja / Czobor utca,47.522352,19.101636,47
3274,F02916,Róna utca,47.512197,19.116159,47
3275,F02962,Laky Adolf utca,47.519618,19.097435,47
3276,F03706,Regény utca,47.444119,19.187428,47
3277,F03821,Szélső utca,47.400855,19.181473,47
3278,F04454,Jókai Mór utca,47.41003,19.020671,47
3279,F04514,XVI. utca,47.413853,18.996447,47
3280,F04584,Kistarcsa kórház H,47.539805,19.252603,47
3281,F04816,Kölcsey Ferenc utca,47.407793,18.946173,47
3282,9000,Kistarcsa H,47.545503,19.259839,48
3283,9018,Gödöllő Szabadság tér H,47.59805,19.349038,48
3284,9147,Vörösmarty utca,47.419869,19.120349,48
3285,9234,Pestszentimre vasútállomás (Nemes utca),47.404518,19.187166,48
3286,F00505,Záhony utca,47.561334,19.04819,48
3287,F00900,Kordován tér,47.587758,19.1126,48
3288,F00923,Fővám tér M,47.486952,19.057611,48
3289,F01043,Izabella utca / Király utca,47.505236,19.06903,48
3290,F01070,Ferdinánd híd (Izabella utca),47.511542,19.062713,48
3291,F01173,Szövetség utca,47.500288,19.072996,48
3292,F01479,Gyáli út,47.464706,19.103857,48
3293,F01738,Várna utca,47.501684,19.115642,48
3294,F02085,Márton Áron tér,47.481977,18.999233,48
3295,F02690,Rákosszentmihály vasútállomás,47.519648,19.148326,48
3296,F02735,Egressy út / Stefánia út,47.504902,19.10139,48
3297,F02783,Fischer István utca,47.515329,19.139861,48
3298,F02786,Vezér utca / Fogarasi út,47.513883,19.137323,48
3299,F02876,Erzsébet királyné útja aluljáró,47.517407,19.094034,48
3300,F02929,Pillangó utca,47.503472,19.11883,48
3301,F03573,Ananász utca,47.495993,19.261234,48
3302,F04064,Wesselényi utca,47.428207,19.120015,48
3303,F04475,XIII. utca / Dózsa György út,47.411927,18.993295,48
3304,F04734,Erdő utca,47.508816,18.926543,48
3305,F04773,Csapágygyár,47.40531,18.942207,48
3306,8911,Homoktövis iskola,47.597226,19.117132,49
3307,8964,Tartsay utca,47.421259,19.127136,49
3308,45755,Maros utca,47.418292,19.138131,49
3309,62517,Rózsák tere,47.501817,19.075598,49
3310,90370,Lehel tér M,47.518906,19.06096,49
3311,F01036,Király utca / Erzsébet körút,47.503123,19.065419,49
3312,F01044,Lövölde tér,47.506899,19.071765,49
3313,F01107,Szinyei Merse utca,47.513035,19.065196,49
3314,F01159,Keleti pályaudvar M,47.500466,19.081955,49
3315,F01596,Új köztemető,47.473371,19.177835,49
3316,F03695,Csévéző utca,47.45357,19.196908,49
3317,F03799,Alacskai út,47.416941,19.206506,49
3318,F04046,Ady Endre tér,47.43234,19.127073,49
3319,F04117,Vörösmarty utca,47.43354,19.105548,49
3320,F04156,Attila utca,47.431922,19.102749,49
3321,9566,Soroksár Auchan áruház,47.417213,19.158245,50
3322,56224,Szent Gellért tér - Műegyetem,47.483039,19.055036,50
3323,75654,Köves út / Szentlőrinci út,47.416057,19.143215,50
3324,87393,Fővám tér M,47.486932,19.057648,50
3325,F00279,Pasaréti tér,47.523519,18.993126,50
3326,F00392,Gyarmati Dezső Uszoda,47.564925,18.950028,50
3327,F00726,Szíjgyártó utca,47.589187,19.114942,50
3328,F01030,Nyugati pályaudvar M (Podmaniczky utca),47.509123,19.058664,50
3329,F02834,Bosnyák tér,47.518775,19.111282,50
3330,F03252,János utca,47.52316,19.171835,50
3331,F03428,Frangepán utca,47.456019,19.201172,50
3332,F04129,Ady Endre utca (Topánka utca),47.439422,19.104666,50
3333,F04573,Szent László utca,47.420783,19.126353,50
3334,8406,Forrásliget lakópark,47.581093,19.037502,51
3335,8754,Pestszentimre vasútállomás (Dózsa Gy.u.),47.403548,19.185706,51
3336,9480,Margó Tivadar utca,47.433265,19.177803,51
3337,56234,Keleti pályaudvar,47.500485,19.081704,51
3338,73152,Maros utca,47.505504,19.021603,51
3339,F00414,Kelemen László utca,47.52224,18.990804,51
3340,F01062,Dévai utca,47.51871,19.065238,51
3341,F01064,Dévai utca,47.518658,19.065238,51
3342,F02383,Lóvasút,47.517108,18.980719,51
3343,F02626,Lehel utca / Dózsa György út,47.521092,19.069793,51
3344,F02668,Hun utca,47.523961,19.074946,51
3345,F02670,Hun utca,47.524275,19.075676,51
3346,F02725,Zugló vasútállomás,47.511145,19.098662,51
3347,F02747,Róna utca,47.506167,19.123638,51
3348,F02751,Pongrátz Gergely tér,47.508916,19.128567,51
3349,F02931,Kaffka Margit utca,47.507865,19.126667,51
3350,F02961,Amerikai út,47.513581,19.102501,51
3351,F02992,Rákospalotai határút,47.527159,19.148088,51
3352,F03624,Ipacsfa utca,47.42992,19.168981,51
3353,F04642,Gát utca,47.382631,19.012687,51
3354,9101,Tátika utca,47.41286,18.930262,52
3355,F00965,Vörösmarty tér,47.496737,19.050593,52
3356,F01054,Honvédkórház (Hősök tere M),47.515929,19.074543,52
3357,F01146,Reiner Frigyes park,47.503468,19.088169,52
3358,F01977,Kondorosi út,47.449168,19.049119,52
3359,F02371,Felső Svábhegyi út,47.508047,18.989983,52
3360,F02624,Lehel utca / Dózsa György út,47.520751,19.069009,52
3361,F02936,Mályva utca,47.511593,19.133297,52
3362,F03325,Anilin utca,47.513547,19.220096,52
3363,F03800,Pestszentimre Benjámin utca,47.399054,19.205588,52
3364,F04122,Pesterzsébet városközpont,47.437553,19.101283,52
3365,F04524,Dinnyehegyi út,47.415974,19.134363,52
3366,F04830,Alcsiki dűlő,47.460145,18.934511,52
3367,56228,Kálvin tér,47.489245,19.061938,53
3368,F00010,Szirtes út,47.487663,19.03646,53
3369,F01105,Bajza utca,47.514851,19.06829,53
3370,F02043,Csóka utca,47.470805,19.029113,53
3371,F02268,Csillebérc KFKI,47.486708,18.954844,53
3372,F02918,Törökőr utca,47.50819,19.108442,53
3373,F02956,Posta Járműtelep,47.510213,19.112523,53
3374,F02986,Rákospalotai határút,47.536661,19.162251,53
3375,F03276,Pálya utca,47.521426,19.15214,53
3376,F03305,Vidámvásár utca,47.519943,19.21924,53
3377,F03786,Tövishát utca,47.427276,19.172852,53
3378,F04335,Iskola tér,47.411328,19.065403,53
3379,8336,Növény utca,47.402042,19.015774,54
3380,8642,Székesdűlő,47.611694,19.105926,54
3381,70127,Szilaspatak sor,47.588638,19.097738,54
3382,F00922,Fővám tér M,47.487186,19.05781,54
3383,F01032,Akácfa utca,47.502054,19.062989,54
3384,F01131,Keleti pályaudvar M (Garay utca),47.501824,19.082036,54
3385,F01374,Boráros tér H,47.480376,19.066698,54
3386,F02225,Petőfi híd budai hídfő,47.476933,19.059586,54
3387,F03246,Budapesti út,47.520301,19.179396,54
3388,F03384,Farkashalom utca,47.511951,19.21652,54
3389,F03482,Csaba vezér tér,47.486806,19.286317,54
3390,F04289,Almafa utca,47.39378,19.04027,54
3391,F04352,Szilvafa utca,47.395139,19.043052,54
3392,F04443,Park utca,47.41232,19.006757,54
3393,F04479,Bartók Béla út,47.394676,18.992863,54
3394,F04507,Nagytétény ipartelep,47.38888,18.958553,54
3395,7902,Újpest-városkapu M,47.558551,19.078245,55
3396,8325,Tükörhegy,47.43617,18.926976,55
3397,9500,Körvasút sor,47.513666,19.15103,55
3398,9509,Orló utca,47.518119,19.007404,55
3399,40612,Bányató utca,47.466331,19.165078,55
3400,F01121,Rottenbiller utca / István utca,47.502824,19.077404,55
3401,F01125,Nefelejcs utca / Damjanich utca,47.507429,19.07803,55
3402,F01142,Ötvenhatosok tere (István utca),47.506257,19.084998,55
3403,F01589,Újhegyi út Sportliget,47.468305,19.169341,55
3404,F01929,Jégvirág utca,47.46223,19.008853,55
3405,F01992,Budafoki út / Szerémi sor,47.474091,19.053736,55
3406,F02222,Petőfi híd budai hídfő,47.47659,19.059228,55
3407,F02704,Ciklámen utca,47.515546,19.09078,55
3408,F03223,Diófa utca,47.530347,19.171573,55
3409,F03259,János utca,47.528139,19.166747,55
3410,F03268,Batthyány utca,47.51844,19.161588,55
3411,F03440,Czeglédi Mihály utca,47.489837,19.290787,55
3412,F03626,Besence utca,47.428089,19.165106,55
3413,F03879,Goroszló utca,47.428595,19.175401,55
3414,F04754,Bartók Béla utca,47.432698,18.918673,55
3415,F04769,Diósd Sashegyi út,47.407385,18.95191,55
3416,8284,Óceán-árok utca,47.590345,19.101781,56
3417,8946,Szénás utca,47.527548,19.181565,56
3418,9103,Valéria utca,47.414113,18.93283,56
3419,F00295,Endrődi Sándor utca,47.521071,19.012168,56
3420,F00678,Óbudai autóbuszgarázs,47.567996,19.026289,56
3421,F00716,Megyer Szondi utca,47.585797,19.094678,56
3422,F01065,Lehel tér M,47.516832,19.061852,56
3423,F01130,Nefelejcs utca / István utca,47.504532,19.081201,56
3424,F01136,Damjanich utca / Dózsa György út,47.50911,19.081655,56
3425,F01592,Maglódi út,47.47056,19.17418,56
3426,F03226,Mátyás király utca,47.532114,19.175441,56
3427,F03262,József utca,47.52594,19.161989,56
3428,F03263,Rákóczi út,47.524083,19.157935,56
3429,F04354,Vízművek lakótelep,47.391217,19.035343,56
3430,8094,Dél-pesti autóbuszgarázs,47.42616,19.16094,57
3431,8319,Raktárváros,47.441434,18.938378,57
3432,8947,Szlovák út,47.530956,19.189157,57
3433,9381,Rózsa utca,47.515819,19.155754,57
3434,F01246,Nagyvárad tér M,47.479444,19.090234,57
3435,F01247,Nagyvárad tér M,47.47939,19.090406,57
3436,F01407,Közvágóhíd H (Kvassay Jenő út),47.466218,19.076257,57
3437,F01888,Repülőtér,47.444609,18.986738,57
3438,F02039,Szent Gellért-templom,47.46862,19.024102,57
3439,F02040,Csóka utca,47.470851,19.029195,57
3440,F02046,Karolina út,47.472838,19.033676,57
3441,F03255,József utca,47.520917,19.16701,57
3442,F03315,Diósy Lajos utca,47.506473,19.204436,57
3443,F03318,Bökényföldi út,47.508696,19.209381,57
3444,F03358,Diófa utca,47.525109,19.17607,57
3445,F03441,Rákoscsaba vasútállomás,47.491088,19.281822,57
3446,F04081,Pesterzsébet Pacsirtatelep,47.422179,19.122499,57
3447,F04435,Vágóhíd utca,47.414225,19.038478,57
3448,F04510,Tenkes utca,47.396882,18.997974,57
3449,F04764,Köztársaság tér,47.445118,18.905213,57
3450,8170,Angeli utca / Nagytétényi út,47.390622,18.981,58
3451,9375,Szilas-patak,47.529297,19.185461,58
3452,F00184,Országos Korányi Intézet,47.522367,18.941158,58
3453,F01165,Blaha Lujza tér M,47.496853,19.070168,58
3454,F01988,Budafoki út / Szerémi sor,47.473623,19.053178,58
3455,F02288,Bürök utca,47.491425,19.009959,58
3456,F02882,Mexikói út M,47.519927,19.090478,58
3457,F03380,Cinkota H,47.518939,19.216914,58
3458,F03383,Papír utca,47.510328,19.212917,58
3459,F04466,Dózsa György út,47.399862,19.004979,58
3460,9537,Március 15. tér,47.49154,19.051335,59
3461,38717,Deák Ferenc tér M,47.499032,19.05403,59
3462,44178,Szent Gellért-templom,47.469358,19.025906,59
3463,F00886,Árpád Kórház,47.561033,19.102961,59
3464,F01058,Vágány utca / Dózsa György út,47.518834,19.073283,59
3465,F01249,Nagyvárad tér M,47.478554,19.088429,59
3466,F01903,Budafoki elágazás,47.435415,19.036207,59
3467,F02708,Dvořák sétány,47.510377,19.084497,59
3468,F02741,Egressy út / Hungária körút,47.506906,19.105547,59
3469,F03462,Bártfai utca,47.492805,19.268439,59
3470,F04108,Szent Imre herceg utca,47.436657,19.112338,59
3471,8535,Cinkotai autóbuszgarázs,47.498185,19.237392,60
3472,8841,Íves út,47.592824,19.107979,60
3473,9241,Margit utca,47.515079,19.185207,60
3474,F00007,Sánc utca,47.489542,19.035491,60
3475,F01224,Kálvária tér,47.488791,19.085371,60
3476,F01345,Lónyay utca,47.482418,19.064775,60
3477,F02272,Magas út,47.490373,18.961127,60
3478,F03234,Olga utca,47.521404,19.181829,60
3479,F03465,Ároktő út,47.491534,19.265209,60
3480,F03576,Bártfai utca,47.497256,19.264093,60
3481,F04113,Török Flóris utca,47.435507,19.1095,60
3482,F04802,Csiki csárda,47.459486,18.921113,60
